RouteDataID,CountryNum,StateNum,Route,RPID,Year,AOU,Count10,Count20,Count30,Count40,Count50,StopTotal,SpeciesTotal
6233295,840,77,001,101,1966,02890,4   ,2   ,1   ,0   ,0   ,6 ,7   
6233295,840,77,001,101,1966,03091,0   ,0   ,1   ,0   ,0   ,1 ,1   
6233295,840,77,001,101,1966,03131,2   ,0   ,0   ,0   ,0   ,1 ,2   
6233295,840,77,001,101,1966,03430,0   ,0   ,0   ,1   ,0   ,1 ,1   
6233295,840,77,001,101,1966,03600,0   ,0   ,0   ,1   ,0   ,1 ,1   
6233295,840,77,001,101,1966,03930,0   ,0   ,0   ,0   ,1   ,1 ,1   
6233295,840,77,001,101,1966,04120,2   ,4   ,2   ,0   ,1   ,7 ,9   
6233295,840,77,001,101,1966,04230,0   ,0   ,0   ,0   ,3   ,1 ,3   
6233295,840,77,001,101,1966,04440,0   ,0   ,1   ,1   ,0   ,2 ,2   
6233295,840,77,001,101,1966,04520,1   ,1   ,1   ,1   ,0   ,4 ,4   
6233295,840,77,001,101,1966,04560,1   ,2   ,0   ,1   ,0   ,4 ,4   
6233295,840,77,001,101,1966,04610,0   ,3   ,0   ,1   ,3   ,7 ,7   
6233295,840,77,001,101,1966,04670,0   ,0   ,4   ,0   ,1   ,3 ,5   
6233295,840,77,001,101,1966,04770,1   ,7   ,6   ,4   ,5   ,19,23  
6233295,840,77,001,101,1966,04880,4   ,3   ,3   ,0   ,0   ,6 ,10  
6233295,840,77,001,101,1966,04930,6   ,13  ,2   ,0   ,1   ,6 ,22  
6233295,840,77,001,101,1966,04950,0   ,4   ,1   ,1   ,0   ,6 ,6   
6233295,840,77,001,101,1966,04980,6   ,1   ,0   ,0   ,0   ,3 ,7   
6233295,840,77,001,101,1966,05070,1   ,4   ,2   ,0   ,2   ,8 ,9   
6233295,840,77,001,101,1966,05110,5   ,11  ,7   ,3   ,0   ,12,26  
6233295,840,77,001,101,1966,05170,0   ,1   ,0   ,0   ,0   ,1 ,1   
6233295,840,77,001,101,1966,05290,1   ,0   ,0   ,2   ,0   ,3 ,3   
6233295,840,77,001,101,1966,05600,5   ,1   ,3   ,1   ,4   ,12,14  
6233295,840,77,001,101,1966,05630,1   ,0   ,0   ,0   ,2   ,3 ,3   
6233295,840,77,001,101,1966,05810,4   ,3   ,1   ,0   ,0   ,7 ,8   
6233295,840,77,001,101,1966,05840,0   ,0   ,0   ,2   ,0   ,1 ,2   
6233295,840,77,001,101,1966,05870,6   ,14  ,9   ,7   ,11  ,28,47  
6233295,840,77,001,101,1966,05950,0   ,1   ,0   ,0   ,0   ,1 ,1   
6233295,840,77,001,101,1966,05980,1   ,1   ,0   ,0   ,0   ,2 ,2   
6233295,840,77,001,101,1966,06080,2   ,3   ,2   ,3   ,3   ,12,13  
6233295,840,77,001,101,1966,06110,0   ,0   ,0   ,0   ,6   ,1 ,6   
6233295,840,77,001,101,1966,06130,7   ,5   ,0   ,2   ,0   ,6 ,14  
6233295,840,77,001,101,1966,06240,6   ,10  ,13  ,9   ,4   ,28,42  
6233295,840,77,001,101,1966,06280,0   ,2   ,0   ,0   ,1   ,3 ,3   
6233295,840,77,001,101,1966,06360,0   ,2   ,1   ,3   ,1   ,5 ,7   
6233295,840,77,001,101,1966,06410,0   ,0   ,0   ,0   ,1   ,1 ,1   
6233295,840,77,001,101,1966,06590,1   ,0   ,1   ,1   ,3   ,5 ,6   
6233295,840,77,001,101,1966,06620,0   ,0   ,0   ,1   ,0   ,1 ,1   
6233295,840,77,001,101,1966,06670,0   ,0   ,0   ,1   ,2   ,3 ,3   
6233295,840,77,001,101,1966,06710,0   ,0   ,0   ,3   ,0   ,2 ,3   
6233295,840,77,001,101,1966,06730,0   ,0   ,2   ,4   ,3   ,7 ,9   
6233295,840,77,001,101,1966,06740,1   ,3   ,3   ,2   ,6   ,10,15  
6233295,840,77,001,101,1966,06810,3   ,0   ,1   ,3   ,2   ,7 ,9   
6233295,840,77,001,101,1966,06860,0   ,0   ,1   ,1   ,0   ,2 ,2   
6233295,840,77,001,101,1966,06870,0   ,1   ,2   ,1   ,2   ,4 ,6   
6233295,840,77,001,101,1966,06882,15  ,1   ,3   ,1   ,0   ,7 ,20  
6233295,840,77,001,101,1966,07040,8   ,5   ,10  ,5   ,3   ,23,31  
6233295,840,77,001,101,1966,07050,0   ,2   ,0   ,2   ,0   ,4 ,4   
6233295,840,77,001,101,1966,07210,6   ,5   ,3   ,2   ,0   ,15,16  
6233295,840,77,001,101,1966,07270,0   ,0   ,2   ,0   ,0   ,2 ,2   
6233295,840,77,001,101,1966,07280,0   ,0   ,0   ,1   ,0   ,1 ,1   
6233295,840,77,001,101,1966,07350,1   ,1   ,2   ,2   ,1   ,5 ,7   
6233295,840,77,001,101,1966,07550,4   ,4   ,3   ,4   ,2   ,13,17  
6233295,840,77,001,101,1966,07560,2   ,1   ,2   ,3   ,1   ,8 ,9   
6233295,840,77,001,101,1966,07610,18  ,5   ,4   ,5   ,7   ,23,39  
6233295,840,77,001,101,1966,07660,0   ,1   ,0   ,1   ,0   ,2 ,2   
6233280,840,77,001,101,1967,02890,4   ,0   ,0   ,0   ,0   ,3 ,4   
6233280,840,77,001,101,1967,03160,1   ,0   ,0   ,0   ,0   ,1 ,1   
6233280,840,77,001,101,1967,03930,0   ,1   ,0   ,0   ,0   ,1 ,1   
6233280,840,77,001,101,1967,04120,0   ,0   ,1   ,2   ,0   ,3 ,3   
6233280,840,77,001,101,1967,04200,0   ,0   ,0   ,0   ,1   ,1 ,1   
6233280,840,77,001,101,1967,04230,0   ,4   ,0   ,1   ,0   ,3 ,5   
6233280,840,77,001,101,1967,04440,0   ,0   ,2   ,0   ,0   ,1 ,2   
6233280,840,77,001,101,1967,04520,0   ,0   ,3   ,0   ,1   ,4 ,4   
6233280,840,77,001,101,1967,04560,1   ,2   ,2   ,2   ,0   ,7 ,7   
6233280,840,77,001,101,1967,04610,0   ,1   ,2   ,0   ,3   ,5 ,6   
6233280,840,77,001,101,1967,04670,0   ,1   ,2   ,0   ,3   ,6 ,6   
6233280,840,77,001,101,1967,04770,1   ,4   ,3   ,6   ,4   ,14,18  
6233280,840,77,001,101,1967,04880,7   ,8   ,1   ,2   ,0   ,10,18  
6233280,840,77,001,101,1967,04930,6   ,11  ,0   ,5   ,0   ,6 ,22  
